00df086c041d479a89e8b48cdf545f9f,581
0431ad861a1142de81380d06eafd2988,2797
0818626dedc44f839ae1a881ee87fc01,835
1567142db2ed49ca941f3402ae6dc7fb,1860
18a18a55c26942d792febea0221d6a40,487
19f731a746fa4087a71d11f2cd2e3892,349
1e3e92f507264d7b9b1568d3e38e113e,171
246103336ee24be88aed80485bbb22ca,261
286d811d315444a18112d2a5f010d35e,1390
385250fa23b24bc387c21dedb745bd11,1752
3bdf9058dc06422884fa3f2774f29830,2576
44ea443c26704a98b818a39cf6188a85,543
47fd1d549767462bbf8bc9c6aa42b18b,675
5d053229c06f4159b43727763e1eaaa6,1076
5fca32dbfeb342658cb0fc5f509d493d,676
662ae47559d84341a8d657290e1d9e1f,184
703f18b4db924192bb45e60a4fd5f4e8,1171
713f92ca89b442deaea16a5b6de5e050,3058
7201a7fe03bb4a39b3b413eba29f8404,312
77b6cebba0f74e52859ab89c43effd6f,928
80ad9ed98a3a4a28a303307d2308c242,677
81eea2b932b64e9c8b61d57d4b3592c4,304
868b783fe8c34cceac01815421989d82,1198
8c08bc3cd2e14f239295dc5043d3a501,830
95e1fe39195d40029db3339b9545cd93,736
9fe2323344cd4e9cb355f7951a0b14c6,139
a0218f916dfb4a508124365153ca4ede,1684
ae99d64b267c4f179769a9e87f980e0b,676
b10b0eac862f4f89beab908c4b1d358a,623
b1f5abb7897f4d4d925350579e98cac5,909
ba35454baa764a52bcbdb22e29677fcf,644
bc7dc30eb18a478bae9e7684ab37e0c2,139
c0030c7820a0448bab4ede1b0c19e189,442
c1b019c5902c4634a091ad9d05c6cca1,1545
c5216b84804d451e8e6d7792206b9b88,2728
d33590f09c184840ab8a92f45f0654a1,2139
d3a53e0574474abc8051bef459a6cc2f,3656
d577e65449ec4ad4a30cd9d5fd708593,2326
d5e5e1b26d1243e6a8eb85233e4bddcb,658
ddefa2c75d6c424bbfe18cb32b5e7b7f,275
e003872cef10435ca4c464f305ac6215,1994
ec59ac19dda44ced8cacdddc495dabf6,548
f886adcb00414e40a28ee1d8a259eed7,164
f93085d4873f4b29b5388e4bf0a8c5ad,760
f961597145f74c5a9ddda96591977223,2042
fbf86f9480584fedaa13bce21458834b,2371
02128fae2a4f4fb085f04e6ff98f9f28,498
04229dc8688948f0a98d18e2d1815282,533
091b445f2f9a4ae0aa6da7638eaeb667,686
0dcc5dfa4708447aab039813d0512d52,793
0f144113a1dc49d39fe5abc161401b72,1170
132e3541f4b54dcf8393b96a0f5f51f9,682
14b3d3f3a4ed4717a57f0a5e48bde2e2,947
15995d131e824f51829ed8fa7c66f0f3,793
202b44fa40e54f37a5a21ec9e4ec4c83,872
2329d7ca5dab480ea3854c96afffc0a0,464
272c5ddf3090448a8c4ba6431a412dd3,734
2f1a5bc4d3df4117b23ebf84ea0a1463,1427
34fa085d32834ea680d3f15267feeb05,633
35ce36436c2b4b5abb4b9b94277f529f,1068
387879d5980f48078bd5d731652fe342,957
38aa62c9e953448c9c19d4fbc812aee9,731
3aa0351939404d60aac56efd34daa0a5,1051
3d6a22429ca14509b00e9d36d1afbd3a,596
41946e283fe849898a22f922d14a71a8,767
41be73088c1f4ce9a49d1d6a1023c749,437
45b6fdc1afd34cb5be941dbb02a8df63,339
48f450f9c4294c64a5fa84ae46464968,728
4a2f0738f6074e8a887911b6df66bf1c,194
4b078470e65346ac916e7064b4642054,1262
52bc5a4bca5b484f9cdcd7fe25ca53ef,1217
53c9cefc0b3a431aad137e38ea166eda,502
5411bfd5fe4140e794439b2886de0899,519
548840a5bbc3406297d180c44bf3eb06,720
62d8d86a03a94d39b90bfd9ea4c2dd68,483
646e9e18024347b98cf1c5b104eed750,1047
6671babac9f14ca7b1b77bbc521d5e9a,1029
67706357ad0149cd971d0a099f3b2d02,556
701f744729bb486a911ed495843caed6,665
77241c1ca2c04ed484a4fdf5b2be2b11,923
798170655a1e42788a79a14290d0eb43,898
8285f3a0d78345ea9a7b96ffd16d8370,775
924575c8e9cb4d519480aa7746f041f0,179
9782e7df377647c79b9c99a56d5f72fe,523
98de8eb47db64553a3ed913ff2dc31be,333
998df4d395ff49c3a28f2c412877b31b,470
9af430c237cc437ab0b79524dbad39b9,1334
9be6136b9b434652b7d7234f03c81c0f,813
9e3afc26c7a9476689520604916c5f30,1115
a08315fc6cf94115a87cf54eea25f8f4,890
a2e76b589c8a4f538570241964ae1d5d,382
a763a82fe11048cd8d4b9cbe441fd891,593
a801c259109c4142af52627719d86276,432
b3fda93c4a834941833938476bb523a4,839
bdff0479f7de44c599fdef74eda74f1b,561
c4f82aa0be544e75972611ef2e38bdd9,953
d067851676664493ad477fdaf6f0fcd4,685
d48dbda9e97843108322c3305bc1c36e,1125
dc84f1613615468ab4398116e65c44ec,1168
dfb552577a61440fb322909825f8522b,305
dfe488d381a542dfa8557bd069421e4a,745
e91a71a520844942a76276b4ed0b556b,678
ec25d658a1ae4ddab50ac1418073069c,730
f0bd1c04dd0844eebadc6d18e3a76db4,383
f16c148cece64b9fb300bf64d82fd1ce,79
f23f1774112942249283873812bbe353,266
f47f6045558c4274bfeee393e7e4c711,1480
f71f49062b4c487e8f018e1ddef86f25,754
fd285252ade84584b9928947cacced7d,883
fe871acee94849299e28e763aef8d24e,552