video_id,tag,ratio,ratio_change
1567142db2ed49ca941f3402ae6dc7fb,1,0.677419354839,0.209677419355
f93085d4873f4b29b5388e4bf0a8c5ad,0,0.186666666667,0.146666666667
95e1fe39195d40029db3339b9545cd93,0,0.253012048193,0.228915662651
385250fa23b24bc387c21dedb745bd11,1,0.709677419355,0.236559139785
02128fae2a4f4fb085f04e6ff98f9f28,0,0.254901960784,0.176470588235
18a18a55c26942d792febea0221d6a40,0,0.163265306122,0.163265306122
7201a7fe03bb4a39b3b413eba29f8404,1,0.757575757576,0.151515151515
00df086c041d479a89e8b48cdf545f9f,0,0.155172413793,0.0172413793103
ddefa2c75d6c424bbfe18cb32b5e7b7f,0,0.30303030303,0.181818181818
d5e5e1b26d1243e6a8eb85233e4bddcb,0,0.197183098592,0.140845070423
1e3e92f507264d7b9b1568d3e38e113e,1,0.555555555556,0.0555555555556
3bdf9058dc06422884fa3f2774f29830,1,0.647509578544,0.199233716475
fbf86f9480584fedaa13bce21458834b,1,0.754166666667,0.1875
c1b019c5902c4634a091ad9d05c6cca1,1,0.691823899371,0.201257861635
5fca32dbfeb342658cb0fc5f509d493d,0,0.402777777778,0.138888888889
8c08bc3cd2e14f239295dc5043d3a501,1,0.697674418605,0.162790697674
44ea443c26704a98b818a39cf6188a85,1,0.754716981132,0.0943396226415
ba35454baa764a52bcbdb22e29677fcf,0,0.430769230769,0.323076923077
80ad9ed98a3a4a28a303307d2308c242,0,0.046875,0.046875
5d053229c06f4159b43727763e1eaaa6,0,0.108108108108,0.0900900900901
f886adcb00414e40a28ee1d8a259eed7,1,0.6,0.533333333333
bc7dc30eb18a478bae9e7684ab37e0c2,1,0.533333333333,0.0
b1f5abb7897f4d4d925350579e98cac5,1,0.695652173913,0.271739130435
d3a53e0574474abc8051bef459a6cc2f,1,0.853994490358,0.140495867769
e003872cef10435ca4c464f305ac6215,1,0.608040201005,0.276381909548
0431ad861a1142de81380d06eafd2988,0,0.498220640569,0.245551601423
c0030c7820a0448bab4ede1b0c19e189,1,0.565217391304,0.195652173913
b10b0eac862f4f89beab908c4b1d358a,0,0.125,0.0625
713f92ca89b442deaea16a5b6de5e050,1,0.632075471698,0.232704402516
ae99d64b267c4f179769a9e87f980e0b,0,0.0714285714286,0.0714285714286
19f731a746fa4087a71d11f2cd2e3892,1,0.594594594595,0.324324324324
286d811d315444a18112d2a5f010d35e,1,0.847826086957,0.115942028986
246103336ee24be88aed80485bbb22ca,1,0.62962962963,0.185185185185
9fe2323344cd4e9cb355f7951a0b14c6,1,0.769230769231,0.0769230769231
77b6cebba0f74e52859ab89c43effd6f,1,0.816326530612,0.183673469388
662ae47559d84341a8d657290e1d9e1f,1,0.578947368421,0.263157894737
0818626dedc44f839ae1a881ee87fc01,0,0.0744680851064,0.0851063829787
d33590f09c184840ab8a92f45f0654a1,1,0.633187772926,0.288209606987
f961597145f74c5a9ddda96591977223,1,0.693023255814,0.195348837209
868b783fe8c34cceac01815421989d82,0,0.115384615385,0.115384615385
d577e65449ec4ad4a30cd9d5fd708593,0,0.493670886076,0.248945147679
c5216b84804d451e8e6d7792206b9b88,1,0.703296703297,0.267399267399
47fd1d549767462bbf8bc9c6aa42b18b,0,0.180555555556,0.222222222222
703f18b4db924192bb45e60a4fd5f4e8,1,0.904,0.088
ec59ac19dda44ced8cacdddc495dabf6,0,0.236363636364,0.145454545455
81eea2b932b64e9c8b61d57d4b3592c4,0,0.375,0.1875
a0218f916dfb4a508124365153ca4ede,1,0.775147928994,0.195266272189
52bc5a4bca5b484f9cdcd7fe25ca53ef,1,0.65,0.1875
272c5ddf3090448a8c4ba6431a412dd3,1,0.703703703704,0.185185185185
67706357ad0149cd971d0a099f3b2d02,1,0.722222222222,0.111111111111
14b3d3f3a4ed4717a57f0a5e48bde2e2,1,0.661538461538,0.323076923077
04229dc8688948f0a98d18e2d1815282,1,0.975,0.025
e91a71a520844942a76276b4ed0b556b,0,0.357142857143,0.185714285714
41946e283fe849898a22f922d14a71a8,1,0.770833333333,0.166666666667
8285f3a0d78345ea9a7b96ffd16d8370,1,0.927272727273,0.0727272727273
a801c259109c4142af52627719d86276,0,0.457142857143,0.0857142857143
62d8d86a03a94d39b90bfd9ea4c2dd68,0,0.228571428571,0.0571428571429
41be73088c1f4ce9a49d1d6a1023c749,0,0.0294117647059,0.0294117647059
98de8eb47db64553a3ed913ff2dc31be,1,0.583333333333,0.291666666667
9af430c237cc437ab0b79524dbad39b9,0,0.329896907216,0.20618556701
fd285252ade84584b9928947cacced7d,0,0.0,0.0
6671babac9f14ca7b1b77bbc521d5e9a,1,0.953846153846,0.0461538461538
798170655a1e42788a79a14290d0eb43,1,0.835820895522,0.149253731343
f23f1774112942249283873812bbe353,1,0.894736842105,0.0526315789474
4b078470e65346ac916e7064b4642054,1,0.833333333333,0.166666666667
f16c148cece64b9fb300bf64d82fd1ce,0,0.0,0.0
35ce36436c2b4b5abb4b9b94277f529f,1,0.754901960784,0.186274509804
f71f49062b4c487e8f018e1ddef86f25,1,0.677966101695,0.135593220339
bdff0479f7de44c599fdef74eda74f1b,1,0.621621621622,0.216216216216
dfe488d381a542dfa8557bd069421e4a,0,0.311475409836,0.213114754098
0f144113a1dc49d39fe5abc161401b72,1,0.970588235294,0.0294117647059
4a2f0738f6074e8a887911b6df66bf1c,1,1.0,0.0
48f450f9c4294c64a5fa84ae46464968,0,0.28125,0.171875
34fa085d32834ea680d3f15267feeb05,1,0.833333333333,0.111111111111
a08315fc6cf94115a87cf54eea25f8f4,0,0.340425531915,0.170212765957
a2e76b589c8a4f538570241964ae1d5d,0,0.0,0.0
ec25d658a1ae4ddab50ac1418073069c,0,0.474358974359,0.384615384615
924575c8e9cb4d519480aa7746f041f0,1,0.769230769231,0.153846153846
3d6a22429ca14509b00e9d36d1afbd3a,0,0.390243902439,0.292682926829
53c9cefc0b3a431aad137e38ea166eda,0,0.487179487179,0.205128205128
9be6136b9b434652b7d7234f03c81c0f,0,0.316666666667,0.133333333333
132e3541f4b54dcf8393b96a0f5f51f9,0,0.46,0.26
9782e7df377647c79b9c99a56d5f72fe,0,0.40625,0.3125
9e3afc26c7a9476689520604916c5f30,1,0.78125,0.171875
548840a5bbc3406297d180c44bf3eb06,0,0.492063492063,0.206349206349
fe871acee94849299e28e763aef8d24e,1,0.914285714286,0.0857142857143
15995d131e824f51829ed8fa7c66f0f3,1,0.810344827586,0.172413793103
38aa62c9e953448c9c19d4fbc812aee9,1,0.7,0.22
f47f6045558c4274bfeee393e7e4c711,1,0.833333333333,0.114583333333
2329d7ca5dab480ea3854c96afffc0a0,1,0.935483870968,0.0645161290323
45b6fdc1afd34cb5be941dbb02a8df63,1,0.565217391304,0.0434782608696
0dcc5dfa4708447aab039813d0512d52,0,0.296296296296,0.259259259259
091b445f2f9a4ae0aa6da7638eaeb667,1,0.790697674419,0.162790697674
d067851676664493ad477fdaf6f0fcd4,0,0.0833333333333,0.0416666666667
a763a82fe11048cd8d4b9cbe441fd891,1,0.808510638298,0.170212765957
998df4d395ff49c3a28f2c412877b31b,0,0.0882352941176,0.0882352941176
d48dbda9e97843108322c3305bc1c36e,1,0.646341463415,0.170731707317
77241c1ca2c04ed484a4fdf5b2be2b11,1,0.540983606557,0.180327868852
701f744729bb486a911ed495843caed6,1,0.795454545455,0.136363636364
646e9e18024347b98cf1c5b104eed750,1,0.83606557377,0.114754098361
2f1a5bc4d3df4117b23ebf84ea0a1463,0,0.375,0.340909090909
5411bfd5fe4140e794439b2886de0899,1,0.666666666667,0.30303030303
202b44fa40e54f37a5a21ec9e4ec4c83,1,0.96,0.04
f0bd1c04dd0844eebadc6d18e3a76db4,1,0.84,0.12
dfb552577a61440fb322909825f8522b,1,0.608695652174,0.304347826087
387879d5980f48078bd5d731652fe342,1,0.507042253521,0.169014084507
b3fda93c4a834941833938476bb523a4,1,0.59375,0.109375
dc84f1613615468ab4398116e65c44ec,1,0.639534883721,0.209302325581
c4f82aa0be544e75972611ef2e38bdd9,1,0.630769230769,0.338461538462
3aa0351939404d60aac56efd34daa0a5,1,0.708333333333,0.152777777778